Date,Hour,Temperature,Humidity,Wind speed,Rainfall,Snowfall,Seasons,Holiday,Functioning Day,Partner 1,Partner 2
18/02/2018,1,-4.4,33,1.4,0.0,0.0,Winter,No Holiday,Yes,25,31
18/02/2018,2,-4.7,33,0.1,0.0,0.0,Winter,No Holiday,Yes,28,20
18/02/2018,3,-4.5,26,0.0,0.0,0.0,Winter,No Holiday,Yes,21,31
18/02/2018,4,-4.1,27,0.6,0.0,0.0,Winter,No Holiday,Yes,9,23
18/02/2018,5,-4.0,28,0.5,0.0,0.0,Winter,No Holiday,Yes,6,11
18/02/2018,6,-4.1,30,1.1,0.0,0.0,Winter,No Holiday,Yes,38,13
18/02/2018,7,-4.6,31,1.2,0.0,0.0,Winter,No Holiday,Yes,21,32
18/02/2018,8,-4.8,31,0.8,0.0,0.0,Winter,No Holiday,Yes,83,43
18/02/2018,9,-4.1,30,0.5,0.0,0.0,Winter,No Holiday,Yes,110,99
18/02/2018,10,-1.8,23,0.6,0.0,0.0,Winter,No Holiday,Yes,53,55
18/02/2018,11,0.0,20,0.8,0.0,0.0,Winter,No Holiday,Yes,106,45
18/02/2018,12,2.2,17,1.0,0.0,0.0,Winter,No Holiday,Yes,251,254
18/02/2018,13,3.7,17,1.4,0.0,0.0,Winter,No Holiday,Yes,28,329
18/02/2018,14,,17,1.8,0.0,0.0,Winter,No Holiday,Yes,7,162
18/02/2018,15,5.0,16,2.0,0.0,0.0,Winter,No Holiday,Yes,289,161
18/02/2018,16,5.1,16,1.8,0.0,0.0,Winter,No Holiday,Yes,355,44
18/02/2018,17,4.2,17,2.5,0.0,0.0,Winter,No Holiday,Yes,319,328
18/02/2018,18,2.8,25,3.0,0.0,0.0,Winter,No Holiday,Yes,23,157
18/02/2018,19,1.5,30,2.6,0.0,0.0,Winter,No Holiday,Yes,166,138
18/02/2018,20,0.6,33,1.9,0.0,0.0,Winter,No Holiday,Yes,86,29
18/02/2018,21,0.2,32,1.1,0.0,0.0,Winter,No Holiday,Yes,24,184
18/02/2018,22,-0.3,34,1.6,0.0,0.0,Winter,No Holiday,Yes,177,120
18/02/2018,23,-0.7,37,0.9,0.0,0.0,Winter,No Holiday,Yes,99,57
19/02/2018,0,-1.1,39,1.7,0.0,0.0,Winter,No Holiday,Yes,116,143
19/02/2018,1,-1.4,42,1.1,0.0,0.0,Winter,No Holiday,Yes,42,6
19/02/2018,2,-1.4,41,1.1,0.0,0.0,Winter,No Holiday,Yes,29,19
19/02/2018,3,-1.4,41,1.6,0.0,0.0,Winter,No Holiday,Yes,13,21
19/02/2018,4,-1.9,44,0.7,0.0,0.0,Winter,No Holiday,Yes,26,37
19/02/2018,5,-1.8,44,0.5,0.0,0.0,Winter,No Holiday,Yes,9,4
19/02/2018,6,-1.4,46,0.3,0.0,0.0,Winter,No Holiday,Yes,121,128
19/02/2018,7,-0.9,45,0.9,0.0,0.0,Winter,No Holiday,Yes,168,282
19/02/2018,8,-1.2,51,0.8,0.0,0.0,Winter,No Holiday,Yes,483,455
19/02/2018,9,-0.6,43,0.5,0.0,0.0,Winter,No Holiday,Yes,15,145
19/02/2018,10,2.6,45,1.2,0.0,0.0,Winter,No Holiday,Yes,197,217
19/02/2018,11,4.3,44,2.3,0.0,0.0,Winter,No Holiday,Yes,123,217
19/02/2018,12,4.7,43,2.1,0.0,0.0,Winter,No Holiday,Yes,93,327
19/02/2018,13,5.1,41,1.8,0.0,0.0,Winter,No Holiday,Yes,57,70
19/02/2018,14,5.6,38,1.6,0.0,0.0,Winter,No Holiday,Yes,160,295
19/02/2018,15,6.3,35,2.6,0.0,0.0,Winter,No Holiday,Yes,196,39
19/02/2018,16,6.3,35,2.9,0.0,0.0,Winter,No Holiday,Yes,334,330
19/02/2018,17,5.7,36,3.0,0.0,0.0,Winter,No Holiday,Yes,411,175
19/02/2018,18,4.7,43,2.4,0.0,0.0,Winter,No Holiday,Yes,341,363
19/02/2018,19,3.6,55,1.6,0.0,0.0,Winter,No Holiday,Yes,467,491
19/02/2018,20,2.4,60,1.9,0.0,0.0,Winter,No Holiday,Yes,401,37
19/02/2018,21,1.8,63,1.2,0.0,0.0,Winter,No Holiday,Yes,383,214
19/02/2018,22,1.0,69,0.7,0.0,0.0,Winter,No Holiday,Yes,319,164
19/02/2018,23,0.5,73,1.5,0.0,0.0,Winter,No Holiday,Yes,9,147
20/02/2018,0,0.0,75,2.3,0.0,0.0,Winter,No Holiday,Yes,26,147
20/02/2018,1,-0.5,76,1.6,0.0,0.0,Winter,No Holiday,Yes,74,137
20/02/2018,2,-0.8,76,0.8,0.0,0.0,Winter,No Holiday,Yes,89,17
20/02/2018,3,-1.3,80,0.7,0.0,0.0,Winter,No Holiday,Yes,59,20
20/02/2018,4,-1.6,83,0.6,0.0,0.0,Winter,No Holiday,Yes,59,10
20/02/2018,5,-1.8,82,1.3,0.0,0.0,Winter,No Holiday,Yes,5,45
20/02/2018,6,-2.1,82,1.8,0.0,0.0,Winter,No Holiday,Yes,77,16
20/02/2018,7,-2.2,76,1.9,0.0,0.0,Winter,No Holiday,Yes,62,49
20/02/2018,8,-2.1,71,1.7,0.0,0.0,Winter,No Holiday,Yes,486,379
20/02/2018,9,-1.4,56,1.4,0.0,0.0,Winter,No Holiday,Yes,140,300
20/02/2018,10,1.1,38,3.1,0.0,0.0,Winter,No Holiday,Yes,234,250
20/02/2018,11,2.8,35,3.9,0.0,0.0,Winter,No Holiday,Yes,172,69
20/02/2018,12,4.0,23,3.5,0.0,0.0,Winter,No Holiday,Yes,199,215
20/02/2018,13,4.2,22,3.9,0.0,0.0,Winter,No Holiday,Yes,53,54
20/02/2018,14,5.0,20,3.7,0.0,0.0,Winter,No Holiday,Yes,2,304
20/02/2018,15,5.4,18,3.7,0.0,0.0,Winter,No Holiday,Yes,325,352
20/02/2018,16,5.1,17,3.4,0.0,0.0,Winter,No Holiday,Yes,261,82
20/02/2018,17,3.9,19,3.6,0.0,0.0,Winter,No Holiday,Yes,91,207
20/02/2018,18,3.2,20,2.9,0.0,0.0,Winter,No Holiday,Yes,72,452
20/02/2018,19,2.5,21,2.2,0.0,0.0,Winter,No Holiday,Yes,70,63
20/02/2018,20,1.8,19,3.1,0.0,0.0,Winter,No Holiday,Yes,260,4
20/02/2018,21,1.1,21,1.6,0.0,0.0,Winter,No Holiday,Yes,110,14
20/02/2018,22,0.5,22,2.9,0.0,0.0,Winter,No Holiday,Yes,314,286
20/02/2018,23,-0.5,26,3.3,0.0,0.0,Winter,No Holiday,Yes,73,80
21/02/2018,0,-1.4,28,3.4,0.0,0.0,Winter,No Holiday,Yes,26,118
21/02/2018,1,-2.2,31,1.1,0.0,0.0,Winter,No Holiday,Yes,70,115
21/02/2018,2,-2.9,31,1.6,0.0,0.0,Winter,No Holiday,Yes,76,50
21/02/2018,3,-3.4,32,0.9,0.0,0.0,Winter,No Holiday,Yes,4,43
21/02/2018,4,-3.8,32,1.1,0.0,0.0,Winter,No Holiday,Yes,16,11
21/02/2018,5,-4.0,35,1.8,0.0,0.0,Winter,No Holiday,Yes,32,49
21/02/2018,6,-4.0,34,3.4,0.0,0.0,Winter,No Holiday,Yes,38,41
21/02/2018,7,-4.1,35,3.5,0.0,0.0,Winter,No Holiday,Yes,5,189
21/02/2018,8,-4.3,36,1.9,0.0,0.0,Winter,No Holiday,Yes,298,499
21/02/2018,9,-3.8,28,1.7,0.0,0.0,Winter,No Holiday,Yes,261,207
21/02/2018,10,-1.8,25,2.6,0.0,0.0,Winter,No Holiday,Yes,241,183
21/02/2018,11,0.2,22,2.2,0.0,0.0,Winter,No Holiday,Yes,108,166
21/02/2018,12,2.2,17,2.0,0.0,0.0,Winter,No Holiday,Yes,324,108
21/02/2018,13,2.9,14,3.3,0.0,0.0,Winter,No Holiday,Yes,55,90
21/02/2018,14,3.3,14,2.9,0.0,0.0,Winter,No Holiday,Yes,97,219
21/02/2018,15,4.2,15,2.7,0.0,0.0,Winter,No Holiday,Yes,83,213
21/02/2018,16,3.7,14,3.9,0.0,0.0,Winter,No Holiday,Yes,18,90
21/02/2018,17,3.1,14,3.7,0.0,0.0,Winter,No Holiday,Yes,308,253
21/02/2018,18,1.8,16,3.4,0.0,0.0,Winter,No Holiday,Yes,312,726
21/02/2018,19,-0.1,39,2.8,0.0,0.0,Winter,No Holiday,Yes,233,132
21/02/2018,20,-1.1,43,1.5,0.0,0.0,Winter,No Holiday,Yes,34,183
21/02/2018,21,-1.6,52,2.2,0.0,0.0,Winter,No Holiday,Yes,172,170
21/02/2018,22,-2.2,55,1.4,0.0,0.0,Winter,No Holiday,Yes,106,204
21/02/2018,23,-2.7,58,1.1,0.0,0.0,Winter,No Holiday,Yes,152,58
22/02/2018,0,-2.7,58,1.7,0.0,0.0,Winter,No Holiday,Yes,116,134
22/02/2018,1,-2.2,58,1.0,0.0,0.0,Winter,No Holiday,Yes,162,160
22/02/2018,2,-2.9,57,0.0,0.0,0.0,Winter,No Holiday,Yes,90,23
22/02/2018,3,-2.8,57,0.5,0.0,0.0,Winter,No Holiday,Yes,18,41
22/02/2018,4,-2.4,58,0.3,0.0,0.0,Winter,No Holiday,Yes,58,5
22/02/2018,5,-2.4,59,1.1,0.0,0.0,Winter,No Holiday,Yes,20,73
22/02/2018,6,-3.0,62,0.8,0.0,0.0,Winter,No Holiday,Yes,25,116
22/02/2018,7,-3.7,64,0.7,0.0,0.0,Winter,No Holiday,Yes,364,57
22/02/2018,8,-3.6,63,0.9,0.0,0.0,Winter,No Holiday,Yes,682,487
22/02/2018,9,-1.9,51,0.9,0.0,0.0,Winter,No Holiday,Yes,81,297
22/02/2018,10,0.9,44,1.1,0.0,0.0,Winter,No Holiday,Yes,237,248
22/02/2018,11,2.7,44,0.9,0.0,0.0,Winter,No Holiday,Yes,13,188
22/02/2018,12,4.8,47,2.6,0.0,0.0,Winter,No Holiday,Yes,148,72
22/02/2018,13,4.5,51,3.8,0.0,0.0,Winter,No Holiday,Yes,213,154
22/02/2018,14,4.8,50,4.3,0.0,0.0,Winter,No Holiday,Yes,162,35
22/02/2018,15,5.0,49,4.4,0.0,0.0,Winter,No Holiday,Yes,283,272
22/02/2018,16,5.0,50,4.3,0.0,0.0,Winter,No Holiday,Yes,186,315
22/02/2018,17,4.6,52,3.9,0.0,0.0,Winter,No Holiday,Yes,285,363
22/02/2018,18,3.9,56,4.0,0.0,0.0,Winter,No Holiday,Yes,353,122
22/02/2018,19,3.5,60,2.7,0.0,0.0,Winter,No Holiday,Yes,415,112
22/02/2018,20,3.0,62,2.4,0.0,0.0,Winter,No Holiday,Yes,342,177
22/02/2018,21,2.9,64,2.5,0.0,0.0,Winter,No Holiday,Yes,246,94
22/02/2018,22,,65,2.3,0.0,0.0,Winter,No Holiday,Yes,66,6
22/02/2018,23,2.9,63,2.6,0.0,0.0,Winter,No Holiday,Yes,202,81
23/02/2018,0,1.7,86,2.7,0.4,0.4,Winter,No Holiday,Yes,21,36
23/02/2018,1,0.6,96,2.1,0.0,4.0,Winter,No Holiday,Yes,28,50
23/02/2018,2,0.7,97,1.4,0.0,4.1,Winter,No Holiday,Yes,43,44
23/02/2018,3,0.9,97,1.2,3.7,4.1,Winter,No Holiday,Yes,22,12
23/02/2018,4,1.1,96,2.5,0.0,3.9,Winter,No Holiday,Yes,8,22
23/02/2018,5,1.0,91,0.7,0.0,3.8,Winter,No Holiday,Yes,29,36
23/02/2018,6,0.4,95,0.3,0.0,3.8,Winter,No Holiday,Yes,32,40
23/02/2018,7,-0.1,97,0.5,0.0,3.8,Winter,No Holiday,Yes,50,45
23/02/2018,8,-0.2,97,0.4,0.0,3.7,Winter,No Holiday,Yes,341,158
23/02/2018,9,0.5,94,0.6,0.0,3.7,Winter,No Holiday,Yes,195,110
23/02/2018,10,2.2,83,0.8,0.0,3.7,Winter,No Holiday,Yes,21,114
23/02/2018,11,3.8,72,0.9,0.0,3.4,Winter,No Holiday,Yes,210,93
23/02/2018,12,5.3,70,0.9,0.0,1.7,Winter,No Holiday,Yes,177,280
23/02/2018,13,6.7,64,2.0,0.0,0.6,Winter,No Holiday,Yes,219,262
23/02/2018,14,7.8,57,2.1,0.0,0.0,Winter,No Holiday,Yes,296,102
23/02/2018,15,8.2,62,0.6,0.0,0.0,Winter,No Holiday,Yes,214,108
23/02/2018,16,8.3,60,2.7,0.0,0.0,Winter,No Holiday,Yes,101,185
23/02/2018,17,7.9,68,4.2,0.0,0.0,Winter,No Holiday,Yes,348,41
23/02/2018,18,7.5,70,5.0,0.0,0.0,Winter,No Holiday,Yes,371,527
23/02/2018,19,6.9,73,3.7,0.0,0.0,Winter,No Holiday,Yes,136,321
23/02/2018,20,6.4,77,2.8,0.0,0.0,Winter,No Holiday,Yes,188,76
23/02/2018,21,6.0,79,2.7,0.0,0.0,Winter,No Holiday,Yes,219,160
23/02/2018,22,5.7,81,2.5,0.0,0.0,Winter,No Holiday,Yes,159,127
23/02/2018,23,5.5,80,2.7,0.0,0.0,Winter,No Holiday,Yes,230,174
24/02/2018,0,4.6,82,3.0,0.0,0.0,Winter,No Holiday,Yes,211,32
24/02/2018,1,4.0,83,1.7,0.0,0.0,Winter,No Holiday,Yes,181,81
24/02/2018,2,3.7,82,1.6,0.0,0.0,Winter,No Holiday,Yes,55,102
24/02/2018,3,3.5,82,2.9,0.0,0.0,Winter,No Holiday,Yes,99,76
24/02/2018,4,2.7,82,2.8,0.0,0.0,Winter,No Holiday,Yes,11,6
24/02/2018,5,1.8,84,2.7,0.0,0.0,Winter,No Holiday,Yes,35,53
24/02/2018,6,1.2,83,2.5,0.0,0.0,Winter,No Holiday,Yes,43,48
24/02/2018,7,0.6,86,1.6,0.0,0.0,Winter,No Holiday,Yes,70,69
24/02/2018,8,0.0,77,2.8,0.0,0.0,Winter,No Holiday,Yes,126,174
24/02/2018,9,0.6,64,3.8,0.0,0.0,Winter,No Holiday,Yes,149,181
24/02/2018,10,0.8,60,2.9,0.0,0.0,Winter,No Holiday,Yes,120,78
24/02/2018,11,2.2,50,2.4,0.0,0.0,Winter,No Holiday,Yes,276,247
24/02/2018,12,4.0,37,1.4,0.0,0.0,Winter,No Holiday,Yes,130,282
24/02/2018,13,5.3,29,2.1,0.0,0.0,Winter,No Holiday,Yes,30,307
24/02/2018,14,6.9,19,1.9,0.0,0.0,Winter,No Holiday,Yes,298,262
24/02/2018,15,6.7,24,2.7,0.0,0.0,Winter,No Holiday,Yes,33,238
24/02/2018,16,5.9,21,3.0,0.0,0.0,Winter,No Holiday,Yes,312,308
24/02/2018,17,4.9,28,3.1,0.0,0.0,Winter,No Holiday,Yes,59,279
24/02/2018,18,3.5,30,2.9,0.0,0.0,Winter,No Holiday,Yes,128,36
24/02/2018,19,2.1,27,2.8,0.0,0.0,Winter,No Holiday,Yes,59,125
24/02/2018,20,1.1,32,1.4,0.0,0.0,Winter,No Holiday,Yes,153,157
24/02/2018,21,0.7,31,1.3,0.0,0.0,Winter,No Holiday,Yes,83,13
24/02/2018,22,0.1,32,0.9,0.0,0.0,Winter,No Holiday,Yes,192,78
24/02/2018,23,-0.6,39,1.3,0.0,0.0,Winter,No Holiday,Yes,155,46
25/02/2018,0,-1.1,44,1.2,0.0,0.0,Winter,No Holiday,Yes,42,161
25/02/2018,1,-1.4,43,0.6,0.0,0.0,Winter,No Holiday,Yes,27,160
25/02/2018,2,-1.5,46,1.1,0.0,0.0,Winter,No Holiday,Yes,63,105
25/02/2018,3,-1.3,42,0.8,0.0,0.0,Winter,No Holiday,Yes,84,14
25/02/2018,4,-1.1,43,0.7,0.0,0.0,Winter,No Holiday,Yes,7,44
25/02/2018,5,-0.7,41,0.9,0.0,0.0,Winter,No Holiday,Yes,35,14
25/02/2018,6,-0.8,44,0.6,0.0,0.0,Winter,No Holiday,Yes,44,16
25/02/2018,7,-1.0,47,0.9,0.0,0.0,Winter,No Holiday,Yes,65,25
25/02/2018,8,-1.3,54,0.6,0.0,0.0,Winter,No Holiday,Yes,29,6
25/02/2018,9,-0.3,48,1.1,0.0,0.0,Winter,No Holiday,Yes,56,74
25/02/2018,10,2.1,42,1.1,0.0,0.0,Winter,No Holiday,Yes,137,70
25/02/2018,11,4.3,29,2.6,0.0,0.0,Winter,No Holiday,Yes,148,114
25/02/2018,12,5.5,25,3.1,0.0,0.0,Winter,No Holiday,Yes,135,396
25/02/2018,13,6.1,22,2.4,0.0,0.0,Winter,No Holiday,Yes,268,445
25/02/2018,14,7.0,23,2.4,0.0,0.0,Winter,No Holiday,Yes,14,492
25/02/2018,15,7.5,21,2.7,0.0,0.0,Winter,No Holiday,Yes,368,206
25/02/2018,16,7.6,18,3.2,0.0,0.0,Winter,No Holiday,Yes,216,365
25/02/2018,17,6.9,25,2.9,0.0,0.0,Winter,No Holiday,Yes,1,280
25/02/2018,18,5.2,30,2.8,0.0,0.0,Winter,No Holiday,Yes,32,14
25/02/2018,19,3.1,40,2.6,0.0,0.0,Winter,No Holiday,Yes,35,10
25/02/2018,20,1.3,49,2.8,0.0,0.0,Winter,No Holiday,Yes,191,151
25/02/2018,21,0.2,55,2.5,0.0,0.0,Winter,No Holiday,Yes,113,202
25/02/2018,22,0.0,54,2.5,0.0,0.0,Winter,No Holiday,Yes,86,19
25/02/2018,23,-0.3,58,1.0,0.0,0.0,Winter,No Holiday,Yes,71,130
26/02/2018,0,-0.9,60,0.7,0.0,0.0,Winter,No Holiday,Yes,61,87
26/02/2018,1,-1.2,63,0.9,0.0,0.0,Winter,No Holiday,Yes,22,34
26/02/2018,2,-1.7,66,0.8,0.0,0.0,Winter,No Holiday,Yes,15,40
26/02/2018,3,-1.9,67,1.0,0.0,0.0,Winter,No Holiday,Yes,45,13
26/02/2018,4,-2.3,69,1.1,0.0,0.0,Winter,No Holiday,Yes,12,2
26/02/2018,5,-2.5,73,0.8,0.0,0.0,Winter,No Holiday,Yes,19,47
26/02/2018,6,-2.7,72,0.5,0.0,0.0,Winter,No Holiday,Yes,34,122
26/02/2018,7,-3.1,68,0.8,0.0,0.0,Winter,No Holiday,Yes,160,75
26/02/2018,8,-2.9,63,0.7,0.0,0.0,Winter,No Holiday,Yes,781,314
26/02/2018,9,-1.1,53,0.9,0.0,0.0,Winter,No Holiday,Yes,182,60
26/02/2018,10,1.9,46,1.1,0.0,0.0,Winter,No Holiday,Yes,144,32
26/02/2018,11,4.6,37,1.6,0.0,0.0,Winter,No Holiday,Yes,164,10
26/02/2018,12,6.9,28,1.1,0.0,0.0,Winter,No Holiday,Yes,130,34
26/02/2018,13,8.1,26,1.2,0.0,0.0,Winter,No Holiday,Yes,17,303
26/02/2018,14,9.9,25,1.5,0.0,0.0,Winter,No Holiday,Yes,160,323
26/02/2018,15,10.3,23,2.1,0.0,0.0,Winter,No Holiday,Yes,460,495
26/02/2018,16,9.5,31,3.1,0.0,0.0,Winter,No Holiday,Yes,384,478
26/02/2018,17,8.7,30,3.1,0.0,0.0,Winter,No Holiday,Yes,194,584
26/02/2018,18,7.2,26,2.3,0.0,0.0,Winter,No Holiday,Yes,18,758
26/02/2018,19,5.5,30,2.7,0.0,0.0,Winter,No Holiday,Yes,314,505
26/02/2018,20,4.3,32,1.7,0.0,0.0,Winter,No Holiday,Yes,231,118
26/02/2018,21,3.3,36,1.4,0.0,0.0,Winter,No Holiday,Yes,489,220
26/02/2018,22,2.7,40,1.0,0.0,0.0,Winter,No Holiday,Yes,222,99
26/02/2018,23,2.8,39,0.7,0.0,0.0,Winter,No Holiday,Yes,84,38
27/02/2018,0,2.6,40,1.8,0.0,0.0,Winter,No Holiday,Yes,30,21
27/02/2018,1,2.1,44,0.9,0.0,0.0,Winter,No Holiday,Yes,21,120
27/02/2018,2,1.5,44,1.2,0.0,0.0,Winter,No Holiday,Yes,27,15
27/02/2018,3,1.1,44,1.0,0.0,0.0,Winter,No Holiday,Yes,88,63
27/02/2018,4,0.9,46,0.8,0.0,0.0,Winter,No Holiday,Yes,55,48
27/02/2018,5,0.6,50,0.1,0.0,0.0,Winter,No Holiday,Yes,35,41
27/02/2018,6,0.6,50,0.4,0.0,0.0,Winter,No Holiday,Yes,167,138
27/02/2018,7,1.3,47,0.7,0.0,0.0,Winter,No Holiday,Yes,193,41
27/02/2018,8,2.0,51,0.7,0.0,0.0,Winter,No Holiday,Yes,277,687
27/02/2018,9,2.5,51,1.0,0.0,0.0,Winter,No Holiday,Yes,49,395
27/02/2018,10,3.3,47,0.7,0.0,0.0,Winter,No Holiday,Yes,33,47
27/02/2018,11,4.8,41,0.8,0.0,0.0,Winter,No Holiday,Yes,252,11
27/02/2018,12,5.4,37,0.7,0.0,0.0,Winter,No Holiday,Yes,58,184
27/02/2018,13,5.8,39,0.6,0.0,0.0,Winter,No Holiday,Yes,287,192
27/02/2018,14,6.3,40,0.8,0.0,0.0,Winter,No Holiday,Yes,142,312
27/02/2018,15,6.7,48,0.8,0.0,0.0,Winter,No Holiday,Yes,294,133
27/02/2018,16,6.9,54,1.1,0.0,0.0,Winter,No Holiday,Yes,106,342
27/02/2018,17,6.8,57,1.0,0.0,0.0,Winter,No Holiday,Yes,518,144
27/02/2018,18,,62,0.8,0.0,0.0,Winter,No Holiday,Yes,370,421
27/02/2018,19,6.1,44,1.0,0.0,0.0,Winter,No Holiday,Yes,7,522
27/02/2018,20,5.9,44,1.3,0.0,0.0,Winter,No Holiday,Yes,55,418
27/02/2018,21,5.7,46,0.8,0.0,0.0,Winter,No Holiday,Yes,271,351
27/02/2018,22,5.4,49,1.1,0.0,0.0,Winter,No Holiday,Yes,454,186
27/02/2018,23,5.3,53,1.5,0.0,0.0,Winter,No Holiday,Yes,120,182
28/02/2018,0,5.1,52,1.1,0.0,0.0,Winter,No Holiday,Yes,71,121
28/02/2018,1,5.0,53,1.4,0.0,0.0,Winter,No Holiday,Yes,57,201
28/02/2018,2,5.2,54,1.3,0.0,0.0,Winter,No Holiday,Yes,21,69
28/02/2018,3,5.3,55,1.7,0.0,0.0,Winter,No Holiday,Yes,8,81
28/02/2018,4,5.4,56,1.7,0.0,0.0,Winter,No Holiday,Yes,36,13
28/02/2018,5,5.2,59,1.7,0.0,0.0,Winter,No Holiday,Yes,8,30
28/02/2018,6,5.2,60,1.9,0.0,0.0,Winter,No Holiday,Yes,98,102
28/02/2018,7,5.5,59,2.8,0.0,0.0,Winter,No Holiday,Yes,302,170
28/02/2018,8,5.7,57,2.5,0.0,0.0,Winter,No Holiday,Yes,363,591
28/02/2018,9,6.2,55,2.4,0.0,0.0,Winter,No Holiday,Yes,155,37
28/02/2018,10,6.5,53,2.0,0.0,0.0,Winter,No Holiday,Yes,264,72
28/02/2018,11,7.1,50,2.2,0.0,0.0,Winter,No Holiday,Yes,128,221
28/02/2018,12,7.6,48,2.6,0.0,0.0,Winter,No Holiday,Yes,209,101
28/02/2018,13,7.6,57,2.3,0.0,0.0,Winter,No Holiday,Yes,22,22
28/02/2018,14,5.7,80,3.7,0.0,0.0,Winter,No Holiday,Yes,10,10
28/02/2018,15,4.8,87,2.9,4.5,0.0,Winter,No Holiday,Yes,4,7
28/02/2018,16,4.2,89,2.5,0.0,0.0,Winter,No Holiday,Yes,2,3
28/02/2018,17,3.8,90,2.7,0.0,0.0,Winter,No Holiday,Yes,8,5
28/02/2018,18,3.6,90,2.1,9.5,0.0,Winter,No Holiday,Yes,2,0
28/02/2018,19,2.5,95,1.9,0.0,0.0,Winter,No Holiday,Yes,15,2
28/02/2018,20,2.7,96,1.5,0.0,0.0,Winter,No Holiday,Yes,1,5
28/02/2018,21,2.4,95,2.5,9.0,0.0,Winter,No Holiday,Yes,2,5
28/02/2018,22,2.3,96,1.9,0.0,0.0,Winter,No Holiday,Yes,5,2
28/02/2018,23,1.8,96,1.2,0.0,0.0,Winter,No Holiday,Yes,0,2
01/03/2018,0,2.0,96,1.3,2.0,0.0,Spring,Holiday,Yes,47,1
01/03/2018,1,2.1,97,0.2,0.0,0.0,Spring,Holiday,Yes,146,47
01/03/2018,2,2.0,97,1.0,0.0,0.0,Spring,Holiday,Yes,13,154
01/03/2018,3,1.6,97,2.3,0.1,0.0,Spring,Holiday,Yes,72,29
01/03/2018,4,1.6,97,1.1,0.0,0.0,Spring,Holiday,Yes,7,19
01/03/2018,5,2.2,97,2.9,0.0,0.0,Spring,Holiday,Yes,8,8
01/03/2018,6,3.0,96,2.7,0.4,0.0,Spring,Holiday,Yes,14,12
01/03/2018,7,2.6,89,4.3,0.0,0.0,Spring,Holiday,Yes,13,30
01/03/2018,8,1.5,80,3.2,0.0,0.0,Spring,Holiday,Yes,144,133
01/03/2018,9,0.1,78,4.9,0.0,0.0,Spring,Holiday,Yes,130,102
01/03/2018,10,0.1,53,5.3,0.0,0.0,Spring,Holiday,Yes,12,166
01/03/2018,11,0.8,52,4.6,0.0,0.0,Spring,Holiday,Yes,155,235
01/03/2018,12,0.5,46,4.7,0.0,0.0,Spring,Holiday,Yes,138,129
01/03/2018,13,1.4,37,4.0,0.0,0.0,Spring,Holiday,Yes,274,351
01/03/2018,14,1.2,36,6.0,0.0,0.0,Spring,Holiday,Yes,27,68
01/03/2018,15,1.6,35,4.5,0.0,0.0,Spring,Holiday,Yes,121,161
01/03/2018,16,,33,4.8,0.0,0.0,Spring,Holiday,Yes,410,457
01/03/2018,17,0.4,37,5.2,0.0,0.0,Spring,Holiday,Yes,70,90
01/03/2018,18,-0.8,40,4.7,0.0,0.0,Spring,Holiday,Yes,133,250
01/03/2018,19,-1.7,45,3.3,0.0,0.0,Spring,Holiday,Yes,191,202
01/03/2018,20,-2.2,49,3.5,0.0,0.0,Spring,Holiday,Yes,220,12
01/03/2018,21,-3.0,50,3.7,0.0,0.0,Spring,Holiday,Yes,138,202
01/03/2018,22,-3.6,52,3.7,0.0,0.0,Spring,Holiday,Yes,63,23
01/03/2018,23,-4.0,52,3.4,0.0,0.0,Spring,Holiday,Yes,119,36
02/03/2018,0,-4.3,53,2.6,0.0,0.0,Spring,No Holiday,Yes,123,25
02/03/2018,1,-4.6,52,2.1,0.0,0.0,Spring,No Holiday,Yes,54,16
02/03/2018,2,-5.3,52,1.2,0.0,0.0,Spring,No Holiday,Yes,17,30
02/03/2018,3,-5.7,50,1.7,0.0,0.0,Spring,No Holiday,Yes,28,13
02/03/2018,4,-5.8,48,1.5,0.0,0.0,Spring,No Holiday,Yes,23,6
02/03/2018,5,-6.1,49,1.0,0.0,0.0,Spring,No Holiday,Yes,41,12
02/03/2018,6,-6.4,50,1.5,0.0,0.0,Spring,No Holiday,Yes,46,115
02/03/2018,7,-6.6,52,0.5,0.0,0.0,Spring,No Holiday,Yes,4,128
02/03/2018,8,-6.2,45,0.4,0.0,0.0,Spring,No Holiday,Yes,496,617
02/03/2018,9,-4.6,34,1.2,0.0,0.0,Spring,No Holiday,Yes,16,3
02/03/2018,10,-1.8,30,2.1,0.0,0.0,Spring,No Holiday,Yes,113,49
02/03/2018,11,0.1,30,1.8,0.0,0.0,Spring,No Holiday,Yes,114,55
02/03/2018,12,1.8,26,2.2,0.0,0.0,Spring,No Holiday,Yes,304,351
02/03/2018,13,2.3,22,3.1,0.0,0.0,Spring,No Holiday,Yes,168,161
02/03/2018,14,3.4,23,2.4,0.0,0.0,Spring,No Holiday,Yes,225,424
02/03/2018,15,4.3,22,1.3,0.0,0.0,Spring,No Holiday,Yes,354,420
02/03/2018,16,5.2,21,2.1,0.0,0.0,Spring,No Holiday,Yes,549,308
02/03/2018,17,4.3,21,2.5,0.0,0.0,Spring,No Holiday,Yes,245,304
02/03/2018,18,3.5,22,0.9,0.0,0.0,Spring,No Holiday,Yes,324,647
02/03/2018,19,2.0,26,2.3,0.0,0.0,Spring,No Holiday,Yes,103,110
02/03/2018,20,1.2,35,2.5,0.0,0.0,Spring,No Holiday,Yes,7,61
